id	filename	md5	size	state
b8de501e-1d14-42ec-afc3-227e78a4f0ad	bf7d8fed-3bac-4a79-8c27-12785590bea5.FPKM-UQ.txt.gz	a38228fc18e72b32f3f872c463bbdb58	501192	live
811e4937-9775-4175-b60a-8a132a8d7aa3	3532257b-4596-490b-815d-447fb35dfbd9.FPKM-UQ.txt.gz	59b2f41ccddf76454dfeeafa658cf870	522586	live
9b487ab6-3714-4e04-ba9b-743da005f555	84c9f592-65bc-4b55-9064-3c499584c39c.FPKM-UQ.txt.gz	706aac4c94fa6e9e48de8fa8cb4a4932	498213	live
ee2a1817-d9af-4636-affe-4ca94a8a8d56	45b64a61-30d8-4ecc-909a-803be9c3ff2f.FPKM-UQ.txt.gz	823bbaf4b1f5649591213ba3790692de	525540	live
d5c6c91e-b5c1-4b10-9d96-bde6a0928316	7365a5d1-be08-411c-b24a-59769ff029a5.FPKM-UQ.txt.gz	c44f73a655333f2254de0099955c6649	487076	live
f2218e01-f767-4510-a27d-0f3e5c3db06d	20331bec-d188-428e-9a99-b74bfdd4542e.FPKM-UQ.txt.gz	8f6c7d54bc43e99d085102d56f841cb3	508823	live
41e72bef-6f72-4689-ac69-605f20b82b5d	088af440-646f-4cdd-8767-7b16ba7b4a45.FPKM-UQ.txt.gz	8dcbcfd4f45cb3327632178713cfbe8a	515519	live
62665c4f-5965-4912-aefe-60dffa8ab41d	765d5d82-7fc1-4ed5-afb4-6b7f5e3aa777.FPKM-UQ.txt.gz	734863e4c6ce61ad4db60c2f62793eb9	531182	live
56c7c8c7-9936-4c2a-9ac0-a404c5f68b87	f7182de7-067e-467b-af88-790ad3e63eec.FPKM-UQ.txt.gz	fd0ff0d4f9b16a5a5eb46aae016547a6	542026	live
a2430a58-7ad2-4587-a16a-0f13b91febe3	de2302aa-2199-4009-9b0a-9622f1870efc.FPKM-UQ.txt.gz	9edbe721b41dca76b49cac548cd3a631	530699	live
13d624d7-d857-48b0-9168-f7a6b41fd33c	89847027-0509-4a24-afe5-5198f569e010.FPKM-UQ.txt.gz	84ded4cfbde5d70df067e4275d0342fa	521515	live
b267d1fa-3376-4fb8-bfcb-2dae416af6cc	353ff7d9-113b-4802-8cc4-635cd44b8706.FPKM-UQ.txt.gz	8a9f5ea98fbf9b7c5484a400ccffa283	488615	live
aa66c18c-cc00-4039-8604-9bd444f55cf1	37864a32-7a16-405c-983b-200380f15883.FPKM-UQ.txt.gz	c7e4d88f10ed2437f21633ab8102d11e	506876	live
419de3e1-8680-41bf-a97c-0b8101ae1f88	a6bbe2d8-2f21-4eaa-b2ed-4da1ff48054a.FPKM-UQ.txt.gz	4c75c2463a43d364feb61a344a51e2e6	563657	live
82e24203-358a-4c76-ac12-14337769bd34	11918f6c-7d0c-4e11-8bb1-70ec9d5f7420.FPKM-UQ.txt.gz	b3902bf0da7d83d9a108a566702e98fe	514511	live
2e666313-09c2-4484-84a7-9da66906de61	a308164e-b7e8-404f-bac2-72f586f25e78.FPKM-UQ.txt.gz	87ba767128ee08bf5e6401e27b630949	532624	live
9ff276ab-0075-4cd1-b1f4-4e23731e0b1f	bc314ad1-bae2-41b9-87e6-86cdcb36e69e.FPKM-UQ.txt.gz	e8b667e556aa76e2a3d3394ad4ccf1b4	531381	live
72fa5f40-1ade-4088-8390-b8bc970d12f1	944ee313-bcf5-480c-9ce8-05821746fb34.FPKM-UQ.txt.gz	420f157fe4cd00b37dc2768856396e01	516230	live
e485f194-ef95-4fde-ba5f-d744d1997662	b3db06c4-ff1e-4600-90d5-e5d14fbe7a5a.FPKM-UQ.txt.gz	e241e6bb70944bec7e8cb2b0bfde4b38	529856	live
16ebbf4f-c9ed-4464-9d27-baf695069c36	e584b6af-54f6-447a-8835-f32568cf1999.FPKM-UQ.txt.gz	1bcbecb2f1a72c077e0f51a7edcc6214	515574	live
ba97b22a-e13e-40e4-8625-71459b4e972b	000f9b51-4747-4d7f-9ecc-25bef9b25ad7.FPKM-UQ.txt.gz	e3e10414aa6cc38a9948f562e8f666a6	525861	live
10298e1d-b02c-43f1-a9af-8a280f7d630a	6c5413ca-9b83-44f8-9f08-2e70035bcc9a.FPKM-UQ.txt.gz	5dbd29e3ad415066b9f74fa9189d0729	509784	live
0d9781db-e010-4a91-8510-cc256ba535b5	26aae595-6301-473c-ab64-ff0331d7fe2a.FPKM-UQ.txt.gz	69f1572ebc22591d229ce82f7a55e88f	511943	live
b13771e5-c80e-4e5e-b4e3-aba7a7a83ccd	4eff217b-41f6-4bfb-a4ac-aa8b994a71e1.FPKM-UQ.txt.gz	af8602acb0672aee579f9e23907ee8c2	519250	live
8c3b21de-0814-4172-acdf-d063abacbe7d	eb7f536d-71a0-4702-9ccf-5ed5b8e2f9ab.FPKM-UQ.txt.gz	47e1e97914524b763980d9f00146aa55	530182	live
7cdd5d85-2b0c-42c6-8b10-38ffad21b131	5d0bb715-68ef-4688-9d58-0f18478e6a5c.FPKM-UQ.txt.gz	cc0bfd6b5897897199a1b9dd2ef804a8	487731	live
c709a51a-1c4d-4e37-909b-7437deae4ce4	31ef0136-6bc5-4145-b2c7-e238dd64d408.FPKM-UQ.txt.gz	bf795f2db2ea0d155d645fe563e05b40	539119	live
dd58b9b3-1b4a-4bce-959f-6334235a24d9	89721483-3a16-4ba5-a5f6-98eff5dd9b71.FPKM-UQ.txt.gz	3a6933201a757307eb578a10bc5912e4	514444	live
ac8bbc33-3d19-4620-9534-2b4d38743f5e	a156c548-8258-4327-9b21-5015c682215b.FPKM-UQ.txt.gz	319a9cca165768c80f6f9ca3b29508d6	546624	live
29a59350-fa6c-4a92-811b-20367742b6d4	d0193da0-b586-4719-85da-7a5213418026.FPKM-UQ.txt.gz	17036b54d934646931d4589efb922889	527714	live
0b0d4b97-9b60-4370-bcbb-9dc70fbaaea5	8b0dfb59-df19-4c93-b040-eb75bad863fc.FPKM-UQ.txt.gz	d0232eec1a2d3350362890c989999fde	532271	live
